                       w                      Re11                         w                      Im11
  3.8091810924776240E+01   -1.7434552577287132E-03    3.8091810924776240E+01   -1.1561168468948460E-02
  3.8248890557455731E+01   -1.7294961980706557E-03    3.8248890557455731E+01   -1.1515826774361117E-02
  3.8405970190135221E+01   -1.7157028139571774E-03    3.8405970190135221E+01   -1.1470830725437050E-02
  3.8563049822814712E+01   -1.7020725145510587E-03    3.8563049822814712E+01   -1.1426176491271572E-02
  3.8720129455494202E+01   -1.6886027590547190E-03    3.8720129455494202E+01   -1.1381860295575722E-02
  3.8877209088173693E+01   -1.6752910555645566E-03    3.8877209088173693E+01   -1.1337878415744844E-02
  3.9034288720853176E+01   -1.6621349599555085E-03    3.9034288720853176E+01   -1.1294227181945131E-02
  3.9191368353532667E+01   -1.6491320747949254E-03    3.9191368353532667E+01   -1.1250902976217772E-02
  3.9348447986212157E+01   -1.6362800482849081E-03    3.9348447986212157E+01   -1.1207902231600356E-02
  3.9505527618891648E+01   -1.6235765732322447E-03    3.9505527618891648E+01   -1.1165221431265165E-02
  3.9662607251571139E+01   -1.6110193860451492E-03    3.9662607251571139E+01   -1.1122857107674002E-02
  3.9819686884250629E+01   -1.5986062657560095E-03    3.9819686884250629E+01   -1.1080805841749209E-02
  3.9976766516930120E+01   -1.5863350330693818E-03    3.9976766516930120E+01   -1.1039064262060565E-02
  4.0133846149609610E+01   -1.5742035494345041E-03    4.0133846149609610E+01   -1.0997629044027716E-02
  4.0290925782289094E+01   -1.5622097161416030E-03    4.0290925782289094E+01   -1.0956496909137810E-02
  4.0448005414968584E+01   -1.5503514734413124E-03    4.0448005414968584E+01   -1.0915664624178032E-02
  4.0605085047648075E+01   -1.5386267996865400E-03    4.0605085047648075E+01   -1.0875129000482757E-02
  4.0762164680327565E+01   -1.5270337104961278E-03    4.0762164680327565E+01   -1.0834886893194954E-02
  4.0919244313007056E+01   -1.5155702579396839E-03    4.0919244313007056E+01   -1.0794935200541618E-02
  4.1076323945686546E+01   -1.5042345297429818E-03    4.1076323945686546E+01   -1.0755270863122890E-02
  4.1233403578366037E+01   -1.4930246485133426E-03    4.1233403578366037E+01   -1.0715890863214608E-02
  4.1390483211045527E+01   -1.4819387709844275E-03    4.1390483211045527E+01   -1.0676792224084007E-02
  4.1547562843725011E+01   -1.4709750872798969E-03    4.1547562843725011E+01   -1.0637972009318299E-02
  4.1704642476404501E+01   -1.4601318201953948E-03    4.1704642476404501E+01   -1.0599427322165834E-02
  4.1861722109083992E+01   -1.4494072244983574E-03    4.1861722109083992E+01   -1.0561155304889670E-02
  4.2018801741763482E+01   -1.4387995862451318E-03    4.2018801741763482E+01   -1.0523153138133184E-02
